                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.4446,                 1.5176,                  1.459,                0.67369,                0.21487,                 0.2776,                0.12079,                    nan,                    nan,                    nan,              0.0011461,              0.0011461,              0.0011461
                     15,                 1.4448,                  1.505,                 1.4487,                0.50665,                0.23601,                0.25946,                0.11101,                    nan,                    nan,                    nan,              0.0011225,              0.0011225,              0.0011225
                     16,                 1.4346,                 1.4931,                 1.4396,                0.38798,                0.23571,                0.23637,                0.10862,                    nan,                    nan,                    nan,              0.0010989,              0.0010989,              0.0010989
                     17,                 1.4065,                 1.4726,                 1.4389,                0.40216,                 0.2723,                0.27386,                0.12898,                    nan,                    nan,                    nan,              0.0010753,              0.0010753,              0.0010753
                     18,                 1.4096,                  1.431,                 1.4223,                0.41847,                0.28008,                0.26888,                 0.1269,                    nan,                    nan,                    nan,              0.0010517,              0.0010517,              0.0010517
                     19,                 1.3943,                 1.4194,                 1.4204,                0.43762,                0.29985,                0.29857,                0.13979,                    nan,                    nan,                    nan,              0.0010282,              0.0010282,              0.0010282
                     20,                 1.3956,                  1.398,                 1.4112,                0.35973,                0.27882,                0.25544,                 0.1184,                    nan,                    nan,                    nan,              0.0010046,              0.0010046,              0.0010046
                     21,                 1.3815,                 1.3853,                  1.402,                0.43415,                0.28027,                 0.2772,                0.12818,                    nan,                    nan,                    nan,             0.00098101,             0.00098101,             0.00098101
                     22,                 1.3637,                 1.3778,                 1.4002,                0.37029,                0.29283,                0.27501,                0.13361,                    nan,                    nan,                    nan,             0.00095743,             0.00095743,             0.00095743
                     23,                 1.3669,                 1.3656,                 1.4021,                0.41463,                0.27314,                0.27944,                0.13332,                    nan,                    nan,                    nan,             0.00093385,             0.00093385,             0.00093385
                     24,                 1.3535,                 1.3522,                 1.3944,                0.46555,                0.30856,                0.31027,                 0.1431,                    nan,                    nan,                    nan,             0.00091027,             0.00091027,             0.00091027
                     25,                 1.3491,                 1.3316,                 1.3863,                0.50765,                0.30825,                0.31513,                0.14786,                    nan,                    nan,                    nan,             0.00088669,             0.00088669,             0.00088669
                     26,                 1.3505,                 1.3227,                 1.3894,                0.41729,                0.30738,                0.30592,                0.14064,                    nan,                    nan,                    nan,             0.00086312,             0.00086312,             0.00086312
                     27,                 1.3366,                 1.3198,                 1.3796,                0.45856,                 0.3032,                0.29742,                0.14576,                    nan,                    nan,                    nan,             0.00083954,             0.00083954,             0.00083954
                     28,                 1.3282,                 1.2978,                 1.3684,                0.44479,                0.27739,                0.28686,                0.13728,                    nan,                    nan,                    nan,             0.00081596,             0.00081596,             0.00081596
                     29,                 1.3232,                 1.2957,                  1.368,                0.49487,                0.30828,                0.30901,                0.14794,                    nan,                    nan,                    nan,             0.00079238,             0.00079238,             0.00079238
                     30,                 1.3167,                 1.2569,                 1.3595,                0.44688,                0.29749,                0.31005,                 0.1497,                    nan,                    nan,                    nan,              0.0007688,              0.0007688,              0.0007688
                     31,                 1.3186,                 1.2542,                 1.3533,                0.46111,                0.31671,                0.31378,                0.15294,                    nan,                    nan,                    nan,             0.00074522,             0.00074522,             0.00074522
                     32,                 1.3099,                 1.2677,                 1.3587,                0.48621,                0.28623,                0.30381,                  0.146,                    nan,                    nan,                    nan,             0.00072164,             0.00072164,             0.00072164
                     33,                 1.2939,                 1.2192,                 1.3445,                0.50818,                0.32655,                0.33361,                0.15958,                    nan,                    nan,                    nan,             0.00069807,             0.00069807,             0.00069807
                     34,                 1.2919,                 1.2381,                 1.3516,                0.49001,                0.32646,                0.33328,                0.15902,                    nan,                    nan,                    nan,             0.00067449,             0.00067449,             0.00067449
                     35,                 1.2936,                 1.2154,                 1.3481,                0.46879,                0.28985,                0.30012,                0.14623,                    nan,                    nan,                    nan,             0.00065091,             0.00065091,             0.00065091
                     36,                 1.2905,                 1.2179,                  1.346,                0.38211,                0.32165,                0.29987,                 0.1473,                    nan,                    nan,                    nan,             0.00062733,             0.00062733,             0.00062733
                     37,                 1.2772,                 1.2051,                 1.3359,                0.48751,                0.32309,                0.31884,                0.15505,                    nan,                    nan,                    nan,             0.00060375,             0.00060375,             0.00060375
                     38,                 1.2638,                   1.18,                 1.3234,                0.54883,                0.29956,                0.31809,                0.15926,                    nan,                    nan,                    nan,             0.00058017,             0.00058017,             0.00058017
                     39,                 1.2611,                 1.1743,                 1.3235,                0.55333,                 0.3083,                0.33963,                0.16339,                    nan,                    nan,                    nan,              0.0005566,              0.0005566,              0.0005566
                     40,                  1.255,                 1.1584,                 1.3237,                 0.5212,                0.28759,                0.31333,                0.15842,                    nan,                    nan,                    nan,             0.00053302,             0.00053302,             0.00053302
                     41,                 1.2476,                 1.1462,                 1.3191,                  0.546,                0.30425,                0.32399,                 0.1623,                    nan,                    nan,                    nan,             0.00050944,             0.00050944,             0.00050944
                     42,                 1.2578,                 1.1446,                 1.3094,                0.48077,                0.32442,                0.32961,                0.16504,                    nan,                    nan,                    nan,             0.00048586,             0.00048586,             0.00048586
                     43,                 1.2377,                 1.1375,                 1.3063,                0.54479,                0.29616,                0.33254,                0.16637,                    nan,                    nan,                    nan,             0.00046228,             0.00046228,             0.00046228
                     44,                 1.2402,                 1.1364,                 1.3156,                0.52153,                0.31328,                0.33449,                0.16859,                    nan,                    nan,                    nan,              0.0004387,              0.0004387,              0.0004387
                     45,                 1.2309,                 1.1207,                 1.3011,                0.60444,                0.29648,                0.33333,                0.16989,                    nan,                    nan,                    nan,             0.00041512,             0.00041512,             0.00041512
                     46,                  1.214,                 1.1153,                 1.2986,                0.52013,                0.32756,                0.34473,                0.17137,                    nan,                    nan,                    nan,             0.00039155,             0.00039155,             0.00039155
                     47,                 1.2241,                 1.0998,                 1.2994,                0.48067,                0.33309,                0.34473,                0.17277,                    nan,                    nan,                    nan,             0.00036797,             0.00036797,             0.00036797
                     48,                 1.2092,                 1.1026,                 1.2942,                0.59935,                0.30572,                0.34248,                0.17306,                    nan,                    nan,                    nan,             0.00034439,             0.00034439,             0.00034439
                     49,                 1.2034,                 1.0854,                 1.2872,                0.58893,                0.30483,                0.35309,                0.17902,                    nan,                    nan,                    nan,             0.00032081,             0.00032081,             0.00032081
                     50,                 1.2093,                 1.0825,                 1.2958,                0.61591,                0.31638,                0.34608,                0.17786,                    nan,                    nan,                    nan,             0.00029723,             0.00029723,             0.00029723
                     51,                 1.2044,                0.96051,                 1.2866,                0.60517,                0.31173,                0.35695,                0.18374,                    nan,                    nan,                    nan,             0.00027365,             0.00027365,             0.00027365
                     52,                 1.1779,                0.91692,                 1.2658,                0.49749,                0.31389,                0.33539,                0.18074,                    nan,                    nan,                    nan,             0.00025007,             0.00025007,             0.00025007
                     53,                 1.1798,                 0.9097,                 1.2717,                0.46347,                0.35366,                 0.3721,                0.19475,                    nan,                    nan,                    nan,              0.0002265,              0.0002265,              0.0002265
                     54,                 1.1629,                 0.8797,                 1.2578,                0.65249,                0.30865,                0.36127,                0.19256,                    nan,                    nan,                    nan,             0.00020292,             0.00020292,             0.00020292
                     55,                 1.1462,                0.86972,                 1.2525,                0.50957,                0.33938,                0.36834,                0.19631,                    nan,                    nan,                    nan,             0.00017934,             0.00017934,             0.00017934
                     56,                 1.1408,                0.86004,                 1.2479,                0.56108,                0.34778,                0.37063,                 0.1967,                    nan,                    nan,                    nan,             0.00015576,             0.00015576,             0.00015576
                     57,                 1.1384,                0.85237,                 1.2442,                 0.4922,                 0.3487,                0.37211,                0.19995,                    nan,                    nan,                    nan,             0.00013218,             0.00013218,             0.00013218
                     58,                 1.1302,                0.84585,                 1.2372,                0.48407,                0.35434,                0.36889,                0.19703,                    nan,                    nan,                    nan,              0.0001086,              0.0001086,              0.0001086
                     59,                 1.1165,                0.83107,                 1.2283,                 0.5342,                 0.3509,                0.36856,                0.19537,                    nan,                    nan,                    nan,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     60,                 1.1131,                0.83035,                 1.2294,                0.52247,                0.34591,                 0.3716,                0.19855,                    nan,                    nan,                    nan,             6.1447e-05,             6.1447e-05,             6.1447e-05
