                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.3354,                 1.3458,                 1.4073,                0.52801,                0.34509,                0.38204,                0.20559,                    nan,                    nan,                    nan,              0.0010753,              0.0010753,              0.0010753
                     28,                 1.3365,                 1.3304,                 1.4007,                0.45197,                0.36809,                0.38508,                 0.2054,                    nan,                    nan,                    nan,              0.0010612,              0.0010612,              0.0010612
                     29,                  1.337,                 1.3392,                 1.4028,                 0.5822,                 0.3298,                0.37758,                0.19646,                    nan,                    nan,                    nan,               0.001047,               0.001047,               0.001047
                     30,                 1.3166,                 1.3182,                 1.3872,                0.56951,                0.34098,                0.39624,                0.21264,                    nan,                    nan,                    nan,              0.0010329,              0.0010329,              0.0010329
                     31,                 1.3154,                  1.303,                 1.3856,                0.59704,                0.34321,                0.38238,                0.20632,                    nan,                    nan,                    nan,              0.0010187,              0.0010187,              0.0010187
                     32,                 1.3153,                 1.2845,                 1.3802,                0.51577,                0.35157,                0.38027,                 0.2048,                    nan,                    nan,                    nan,              0.0010046,              0.0010046,              0.0010046
                     33,                 1.3138,                  1.302,                 1.3879,                0.53641,                0.31976,                0.36165,                0.19925,                    nan,                    nan,                    nan,             0.00099044,             0.00099044,             0.00099044
                     34,                    1.3,                 1.2766,                 1.3718,                0.52671,                0.34778,                0.39159,                0.20914,                    nan,                    nan,                    nan,             0.00097629,             0.00097629,             0.00097629
                     35,                 1.2988,                  1.268,                 1.3721,                0.49648,                0.34035,                 0.3694,                0.19666,                    nan,                    nan,                    nan,             0.00096215,             0.00096215,             0.00096215
                     36,                 1.3069,                 1.2557,                 1.3732,                  0.601,                0.35601,                0.39936,                0.22078,                    nan,                    nan,                    nan,               0.000948,               0.000948,               0.000948
                     37,                 1.2998,                 1.2678,                 1.3767,                0.49302,                0.34402,                0.37941,                0.20755,                    nan,                    nan,                    nan,             0.00093385,             0.00093385,             0.00093385
                     38,                 1.2721,                 1.2394,                 1.3577,                0.58157,                0.33013,                 0.3907,                0.20993,                    nan,                    nan,                    nan,              0.0009197,              0.0009197,              0.0009197
                     39,                 1.2788,                 1.2327,                 1.3542,                0.50896,                0.37198,                0.39824,                0.22143,                    nan,                    nan,                    nan,             0.00090556,             0.00090556,             0.00090556
                     40,                 1.2783,                 1.2276,                 1.3537,                0.56969,                0.34929,                0.39688,                0.21889,                    nan,                    nan,                    nan,             0.00089141,             0.00089141,             0.00089141
                     41,                 1.2759,                 1.2285,                 1.3548,                0.56425,                0.34606,                0.39016,                0.21348,                    nan,                    nan,                    nan,             0.00087726,             0.00087726,             0.00087726
                     42,                 1.2714,                 1.2085,                 1.3545,                0.52359,                0.37621,                0.40087,                0.22118,                    nan,                    nan,                    nan,             0.00086312,             0.00086312,             0.00086312
                     43,                 1.2525,                 1.1949,                 1.3451,                0.49767,                0.38326,                0.40965,                0.22445,                    nan,                    nan,                    nan,             0.00084897,             0.00084897,             0.00084897
                     44,                  1.264,                 1.1943,                 1.3472,                0.52969,                0.38322,                0.41019,                0.22435,                    nan,                    nan,                    nan,             0.00083482,             0.00083482,             0.00083482
                     45,                 1.2501,                 1.1958,                 1.3461,                0.55706,                 0.3649,                0.40074,                 0.2209,                    nan,                    nan,                    nan,             0.00082067,             0.00082067,             0.00082067
                     46,                 1.2407,                  1.179,                 1.3389,                0.51933,                0.36414,                0.40302,                0.22336,                    nan,                    nan,                    nan,             0.00080653,             0.00080653,             0.00080653
                     47,                 1.2453,                 1.1723,                 1.3404,                0.56524,                0.37286,                0.41018,                0.22515,                    nan,                    nan,                    nan,             0.00079238,             0.00079238,             0.00079238
                     48,                 1.2491,                 1.1706,                 1.3357,                0.55372,                0.35635,                0.40451,                 0.2211,                    nan,                    nan,                    nan,             0.00077823,             0.00077823,             0.00077823
                     49,                 1.2407,                 1.1765,                 1.3406,                0.58271,                0.33998,                0.39669,                 0.2147,                    nan,                    nan,                    nan,             0.00076409,             0.00076409,             0.00076409
                     50,                 1.2339,                  1.148,                 1.3305,                0.57509,                0.37843,                0.42349,                0.22805,                    nan,                    nan,                    nan,             0.00074994,             0.00074994,             0.00074994
                     51,                 1.2266,                 1.1436,                 1.3254,                0.53983,                0.38898,                0.41557,                0.22907,                    nan,                    nan,                    nan,             0.00073579,             0.00073579,             0.00073579
                     52,                 1.2269,                 1.1281,                 1.3231,                0.54769,                0.36464,                0.41297,                0.22924,                    nan,                    nan,                    nan,             0.00072164,             0.00072164,             0.00072164
                     53,                 1.2226,                 1.1242,                 1.3228,                0.51921,                0.39119,                0.41735,                0.23086,                    nan,                    nan,                    nan,              0.0007075,              0.0007075,              0.0007075
                     54,                 1.2263,                 1.1264,                 1.3191,                0.59571,                0.36299,                0.40961,                0.22492,                    nan,                    nan,                    nan,             0.00069335,             0.00069335,             0.00069335
                     55,                 1.2119,                  1.112,                 1.3084,                0.57665,                0.35603,                0.40273,                0.23123,                    nan,                    nan,                    nan,              0.0006792,              0.0006792,              0.0006792
                     56,                 1.2035,                 1.1118,                 1.3102,                 0.5435,                0.35976,                0.40801,                0.22727,                    nan,                    nan,                    nan,             0.00066506,             0.00066506,             0.00066506
                     57,                 1.2023,                 1.1045,                 1.3133,                0.61088,                0.36132,                0.41133,                  0.228,                    nan,                    nan,                    nan,             0.00065091,             0.00065091,             0.00065091
                     58,                 1.2074,                 1.0897,                 1.3092,                0.56982,                  0.367,                0.41109,                0.23003,                    nan,                    nan,                    nan,             0.00063676,             0.00063676,             0.00063676
                     59,                 1.2079,                 1.0843,                 1.3136,                0.59554,                0.36403,                0.41331,                0.23031,                    nan,                    nan,                    nan,             0.00062262,             0.00062262,             0.00062262
                     60,                 1.1968,                 1.0747,                 1.3025,                0.58535,                0.39223,                0.42703,                0.23643,                    nan,                    nan,                    nan,             0.00060847,             0.00060847,             0.00060847
                     61,                 1.1882,                 1.0619,                 1.2959,                0.55481,                0.37239,                0.42357,                0.23668,                    nan,                    nan,                    nan,             0.00059432,             0.00059432,             0.00059432
                     62,                 1.1879,                 1.0504,                 1.2923,                  0.563,                0.35974,                0.41021,                0.23138,                    nan,                    nan,                    nan,             0.00058017,             0.00058017,             0.00058017
                     63,                   1.18,                  1.045,                 1.2894,                0.55805,                0.39458,                 0.4192,                0.23858,                    nan,                    nan,                    nan,             0.00056603,             0.00056603,             0.00056603
                     64,                 1.1876,                 1.0613,                 1.2901,                0.57453,                0.39842,                0.43371,                0.23959,                    nan,                    nan,                    nan,             0.00055188,             0.00055188,             0.00055188
                     65,                 1.1901,                 1.0538,                 1.2973,                0.57769,                0.37685,                0.42934,                0.24152,                    nan,                    nan,                    nan,             0.00053773,             0.00053773,             0.00053773
                     66,                 1.1735,                 1.0484,                 1.2897,                0.53382,                0.38341,                0.40935,                0.23207,                    nan,                    nan,                    nan,             0.00052359,             0.00052359,             0.00052359
                     67,                 1.1647,                 1.0308,                 1.2825,                0.54172,                0.39349,                0.43522,                0.24187,                    nan,                    nan,                    nan,             0.00050944,             0.00050944,             0.00050944
                     68,                 1.1665,                 1.0344,                 1.2848,                0.58065,                0.38027,                0.42467,                0.24055,                    nan,                    nan,                    nan,             0.00049529,             0.00049529,             0.00049529
                     69,                 1.1681,                 1.0171,                  1.282,                0.60218,                0.37757,                0.42923,                0.24292,                    nan,                    nan,                    nan,             0.00048114,             0.00048114,             0.00048114
                     70,                 1.1579,                 1.0183,                 1.2746,                0.57332,                 0.3864,                0.42965,                0.24555,                    nan,                    nan,                    nan,               0.000467,               0.000467,               0.000467
                     71,                 1.1482,                 1.0025,                 1.2686,                0.56899,                 0.3756,                 0.4229,                  0.241,                    nan,                    nan,                    nan,             0.00045285,             0.00045285,             0.00045285
                     72,                 1.1492,                0.99864,                 1.2725,                 0.5664,                0.38779,                0.41824,                0.23928,                    nan,                    nan,                    nan,              0.0004387,              0.0004387,              0.0004387
                     73,                 1.1532,                 1.0004,                 1.2738,                0.58473,                 0.3887,                0.43102,                0.24095,                    nan,                    nan,                    nan,             0.00042456,             0.00042456,             0.00042456
                     74,                 1.1297,                0.98925,                 1.2586,                0.59106,                0.38708,                0.43317,                0.24547,                    nan,                    nan,                    nan,             0.00041041,             0.00041041,             0.00041041
                     75,                 1.1401,                0.99297,                 1.2643,                0.64028,                0.38842,                0.43255,                0.24233,                    nan,                    nan,                    nan,             0.00039626,             0.00039626,             0.00039626
                     76,                 1.1291,                0.98191,                 1.2596,                0.58927,                0.37674,                0.42651,                 0.2436,                    nan,                    nan,                    nan,             0.00038211,             0.00038211,             0.00038211
                     77,                 1.1247,                0.97434,                 1.2626,                 0.5628,                 0.3925,                0.42424,                0.23974,                    nan,                    nan,                    nan,             0.00036797,             0.00036797,             0.00036797
                     78,                 1.1347,                0.97353,                 1.2633,                0.65427,                0.37775,                0.43093,                0.24751,                    nan,                    nan,                    nan,             0.00035382,             0.00035382,             0.00035382
                     79,                 1.1203,                0.97198,                  1.255,                 0.5766,                 0.3828,                0.42466,                0.24475,                    nan,                    nan,                    nan,             0.00033967,             0.00033967,             0.00033967
                     80,                 1.1139,                0.95846,                 1.2553,                0.57667,                0.38484,                0.42767,                0.24219,                    nan,                    nan,                    nan,             0.00032553,             0.00032553,             0.00032553
                     81,                 1.1261,                0.96165,                 1.2603,                0.60582,                0.37617,                0.42292,                0.24427,                    nan,                    nan,                    nan,             0.00031138,             0.00031138,             0.00031138
                     82,                 1.1186,                0.94743,                 1.2515,                0.54383,                0.40332,                0.42627,                0.24263,                    nan,                    nan,                    nan,             0.00029723,             0.00029723,             0.00029723
                     83,                 1.1191,                0.94648,                 1.2471,                0.56979,                0.39769,                0.42927,                 0.2462,                    nan,                    nan,                    nan,             0.00028308,             0.00028308,             0.00028308
                     84,                 1.1103,                0.94665,                 1.2452,                0.57588,                0.39237,                0.42437,                 0.2461,                    nan,                    nan,                    nan,             0.00026894,             0.00026894,             0.00026894
                     85,                 1.0953,                0.93563,                 1.2383,                0.61833,                0.37616,                0.42481,                0.24332,                    nan,                    nan,                    nan,             0.00025479,             0.00025479,             0.00025479
                     86,                 1.1072,                0.93887,                 1.2416,                0.61931,                0.37977,                0.42935,                0.24716,                    nan,                    nan,                    nan,             0.00024064,             0.00024064,             0.00024064
                     87,                 1.0934,                0.92907,                 1.2377,                0.61864,                0.38209,                0.42491,                0.24317,                    nan,                    nan,                    nan,              0.0002265,              0.0002265,              0.0002265
                     88,                 1.1032,                0.93825,                 1.2443,                0.64147,                 0.3675,                0.42527,                0.24321,                    nan,                    nan,                    nan,             0.00021235,             0.00021235,             0.00021235
