                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                   1.26,                 1.1542,                 1.3087,                0.47699,                0.28444,                0.28236,                0.13689,                    nan,                    nan,                    nan,             0.00033913,             0.00033913,             0.00033913
                     29,                 1.2577,                 1.1391,                 1.3019,                0.45573,                0.29957,                0.28227,                0.13545,                    nan,                    nan,                    nan,             0.00033294,             0.00033294,             0.00033294
                     30,                 1.2524,                 1.1322,                 1.2998,                 0.5023,                0.28759,                0.30505,                 0.1489,                    nan,                    nan,                    nan,             0.00032675,             0.00032675,             0.00032675
                     31,                 1.2452,                 1.1165,                 1.2968,                0.48563,                0.32024,                0.32849,                0.16023,                    nan,                    nan,                    nan,             0.00032056,             0.00032056,             0.00032056
                     32,                 1.2438,                 1.1132,                 1.2936,                0.53121,                0.33046,                 0.3445,                0.16555,                    nan,                    nan,                    nan,             0.00031438,             0.00031438,             0.00031438
                     33,                 1.2288,                 1.0966,                 1.2913,                0.43922,                0.32159,                 0.3318,                0.16161,                    nan,                    nan,                    nan,             0.00030819,             0.00030819,             0.00030819
                     34,                 1.2258,                 1.0794,                  1.282,                0.50989,                0.31717,                0.30971,                0.15379,                    nan,                    nan,                    nan,               0.000302,               0.000302,               0.000302
                     35,                 1.2425,                  1.084,                 1.2808,                0.49609,                0.30971,                0.32201,                0.15875,                    nan,                    nan,                    nan,             0.00029581,             0.00029581,             0.00029581
                     36,                 1.2246,                 1.0786,                 1.2832,                0.54749,                0.28888,                0.31438,                0.14937,                    nan,                    nan,                    nan,             0.00028962,             0.00028962,             0.00028962
                     37,                 1.2262,                 1.0856,                 1.2843,                0.54991,                 0.2865,                0.31522,                0.15335,                    nan,                    nan,                    nan,             0.00028344,             0.00028344,             0.00028344
                     38,                 1.2118,                 1.0542,                 1.2708,                0.51167,                0.31264,                 0.3347,                0.16081,                    nan,                    nan,                    nan,             0.00027725,             0.00027725,             0.00027725
                     39,                 1.2155,                 1.0583,                 1.2755,                 0.5217,                0.30616,                0.31007,                0.15062,                    nan,                    nan,                    nan,             0.00027106,             0.00027106,             0.00027106
                     40,                 1.2043,                 1.0535,                 1.2762,                  0.462,                0.31408,                0.32532,                0.15716,                    nan,                    nan,                    nan,             0.00026488,             0.00026488,             0.00026488
                     41,                 1.2057,                 1.0481,                 1.2682,                0.54514,                0.29718,                0.31366,                0.14966,                    nan,                    nan,                    nan,             0.00025869,             0.00025869,             0.00025869
                     42,                 1.1963,                 1.0463,                 1.2693,                0.56761,                0.30054,                0.32525,                0.15659,                    nan,                    nan,                    nan,              0.0002525,              0.0002525,              0.0002525
                     43,                  1.205,                 1.0424,                 1.2727,                0.50774,                0.33137,                0.35205,                0.16678,                    nan,                    nan,                    nan,             0.00024631,             0.00024631,             0.00024631
                     44,                 1.1874,                 1.0279,                 1.2633,                0.47175,                0.32241,                0.33992,                0.16248,                    nan,                    nan,                    nan,             0.00024013,             0.00024013,             0.00024013
                     45,                 1.1758,                 1.0123,                  1.257,                 0.5897,                0.29835,                0.32505,                 0.1538,                    nan,                    nan,                    nan,             0.00023394,             0.00023394,             0.00023394
                     46,                 1.1693,                 1.0123,                 1.2574,                0.58602,                0.30359,                0.34706,                  0.168,                    nan,                    nan,                    nan,             0.00022775,             0.00022775,             0.00022775
                     47,                 1.1755,                 1.0077,                 1.2532,                0.50334,                0.31173,                0.32448,                0.16103,                    nan,                    nan,                    nan,             0.00022156,             0.00022156,             0.00022156
                     48,                 1.1613,                0.99947,                 1.2445,                0.51364,                0.30318,                0.32072,                0.15957,                    nan,                    nan,                    nan,             0.00021538,             0.00021538,             0.00021538
                     49,                 1.1781,                0.99671,                 1.2518,                0.59203,                0.31083,                0.34384,                0.16728,                    nan,                    nan,                    nan,             0.00020919,             0.00020919,             0.00020919
                     50,                 1.1613,                0.99075,                 1.2455,                0.56121,                0.31334,                0.34645,                0.16904,                    nan,                    nan,                    nan,               0.000203,               0.000203,               0.000203
                     51,                 1.1355,                0.97306,                 1.2328,                0.59792,                0.29994,                 0.3469,                0.17393,                    nan,                    nan,                    nan,             0.00019681,             0.00019681,             0.00019681
                     52,                 1.1455,                0.97108,                 1.2349,                0.56078,                0.32743,                0.33692,                0.16344,                    nan,                    nan,                    nan,             0.00019062,             0.00019062,             0.00019062
                     53,                  1.145,                0.96086,                  1.235,                 0.4975,                0.32082,                0.32712,                0.16431,                    nan,                    nan,                    nan,             0.00018444,             0.00018444,             0.00018444
                     54,                 1.1535,                0.97424,                 1.2362,                0.54553,                0.30868,                 0.3351,                0.16861,                    nan,                    nan,                    nan,             0.00017825,             0.00017825,             0.00017825
                     55,                 1.1488,                0.96821,                 1.2403,                0.52649,                0.31014,                0.32661,                0.16241,                    nan,                    nan,                    nan,             0.00017206,             0.00017206,             0.00017206
                     56,                  1.142,                0.95327,                 1.2348,                0.53787,                0.34456,                0.35437,                0.18194,                    nan,                    nan,                    nan,             0.00016588,             0.00016588,             0.00016588
                     57,                 1.1274,                0.94422,                 1.2236,                0.56108,                  0.313,                0.33759,                0.16955,                    nan,                    nan,                    nan,             0.00015969,             0.00015969,             0.00015969
                     58,                 1.1273,                0.93337,                 1.2267,                0.53428,                0.31848,                0.33768,                0.17334,                    nan,                    nan,                    nan,              0.0001535,              0.0001535,              0.0001535
                     59,                 1.1344,                0.93947,                 1.2257,                0.47545,                0.31436,                0.32967,                0.16629,                    nan,                    nan,                    nan,             0.00014731,             0.00014731,             0.00014731
                     60,                 1.1276,                0.93737,                 1.2197,                0.50004,                0.31282,                0.33574,                0.17169,                    nan,                    nan,                    nan,             0.00014113,             0.00014113,             0.00014113
                     61,                  1.115,                0.92235,                 1.2158,                0.51134,                0.31457,                0.34339,                0.17383,                    nan,                    nan,                    nan,             0.00013494,             0.00013494,             0.00013494
                     62,                 1.1125,                0.92571,                 1.2124,                 0.4883,                0.33765,                0.34832,                0.17707,                    nan,                    nan,                    nan,             0.00012875,             0.00012875,             0.00012875
                     63,                    1.1,                0.90421,                 1.2066,                0.47648,                0.31114,                0.32832,                0.16948,                    nan,                    nan,                    nan,             0.00012256,             0.00012256,             0.00012256
                     64,                  1.105,                0.91247,                 1.2139,                0.49075,                0.31131,                0.32595,                0.17254,                    nan,                    nan,                    nan,             0.00011637,             0.00011637,             0.00011637
                     65,                 1.1066,                0.90626,                 1.2087,                0.49589,                0.32119,                0.33712,                0.17696,                    nan,                    nan,                    nan,             0.00011019,             0.00011019,             0.00011019
                     66,                 1.0979,                0.90038,                 1.2024,                0.57523,                0.29462,                0.34087,                0.17565,                    nan,                    nan,                    nan,               0.000104,               0.000104,               0.000104
                     67,                 1.1133,                0.89961,                 1.2065,                0.57935,                0.30396,                0.34693,                 0.1829,                    nan,                    nan,                    nan,             9.7812e-05,             9.7812e-05,             9.7812e-05
                     68,                 1.0916,                0.88909,                 1.2043,                0.58405,                0.30646,                0.32689,                0.17224,                    nan,                    nan,                    nan,             9.1625e-05,             9.1625e-05,             9.1625e-05
                     69,                 1.0979,                0.89429,                 1.2049,                0.64973,                0.31392,                0.34957,                0.18144,                    nan,                    nan,                    nan,             8.5437e-05,             8.5437e-05,             8.5437e-05
                     70,                 1.0939,                0.89352,                 1.2015,                0.56337,                0.31648,                0.34931,                 0.1796,                    nan,                    nan,                    nan,              7.925e-05,              7.925e-05,              7.925e-05
                     71,                  1.034,                0.73816,                 1.1549,                0.56853,                 0.3308,                0.35822,                0.18621,                    nan,                    nan,                    nan,             7.3062e-05,             7.3062e-05,             7.3062e-05
                     72,                 1.0193,                0.72257,                 1.1516,                0.51226,                0.31499,                0.34467,                0.18406,                    nan,                    nan,                    nan,             6.6875e-05,             6.6875e-05,             6.6875e-05
                     73,                  1.009,                0.70746,                 1.1444,                0.53718,                0.32618,                0.34816,                0.18308,                    nan,                    nan,                    nan,             6.0688e-05,             6.0688e-05,             6.0688e-05
                     74,                 1.0038,                0.70533,                 1.1438,                0.57575,                0.30768,                0.34414,                0.17894,                    nan,                    nan,                    nan,               5.45e-05,               5.45e-05,               5.45e-05
                     75,                 1.0083,                0.70409,                 1.1432,                 0.4989,                0.31653,                0.33963,                0.17802,                    nan,                    nan,                    nan,             4.8313e-05,             4.8313e-05,             4.8313e-05
                     76,                0.99296,                0.69274,                 1.1366,                0.62458,                0.31496,                 0.3532,                 0.1844,                    nan,                    nan,                    nan,             4.2125e-05,             4.2125e-05,             4.2125e-05
                     77,                0.99905,                0.69599,                 1.1385,                0.50686,                0.33978,                0.34901,                0.18378,                    nan,                    nan,                    nan,             3.5937e-05,             3.5937e-05,             3.5937e-05
                     78,                 0.9908,                0.68932,                 1.1387,                0.54826,                0.32406,                0.35407,                0.18418,                    nan,                    nan,                    nan,              2.975e-05,              2.975e-05,              2.975e-05
                     79,                 0.9925,                0.68214,                 1.1381,                0.53909,                0.32186,                0.35298,                0.18575,                    nan,                    nan,                    nan,             2.3562e-05,             2.3562e-05,             2.3562e-05
                     80,                0.98347,                0.68038,                 1.1319,                0.53919,                0.33028,                0.35651,                0.18784,                    nan,                    nan,                    nan,             1.7375e-05,             1.7375e-05,             1.7375e-05
