                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 1.3564,                 1.3865,                 1.4038,                0.46881,                0.32792,                0.32766,                0.16641,                    nan,                    nan,                    nan,              0.0010187,              0.0010187,              0.0010187
                     32,                 1.3544,                 1.3529,                 1.3951,                0.43438,                0.37159,                0.36907,                0.19061,                    nan,                    nan,                    nan,              0.0010046,              0.0010046,              0.0010046
                     33,                 1.3525,                 1.3667,                 1.3992,                 0.5492,                0.33826,                0.36873,                0.19165,                    nan,                    nan,                    nan,             0.00099044,             0.00099044,             0.00099044
                     34,                  1.343,                 1.3523,                 1.3905,                0.45775,                 0.3382,                0.34114,                0.17832,                    nan,                    nan,                    nan,             0.00097629,             0.00097629,             0.00097629
                     35,                 1.3405,                 1.3426,                 1.3879,                0.49761,                0.33932,                0.36485,                0.18273,                    nan,                    nan,                    nan,             0.00096215,             0.00096215,             0.00096215
                     36,                  1.358,                 1.3367,                 1.3945,                0.49582,                0.36687,                0.38012,                0.19878,                    nan,                    nan,                    nan,               0.000948,               0.000948,               0.000948
                     37,                 1.3415,                 1.3368,                 1.3907,                0.51159,                 0.3494,                0.37264,                 0.1959,                    nan,                    nan,                    nan,             0.00093385,             0.00093385,             0.00093385
                     38,                 1.3166,                  1.304,                 1.3751,                0.57177,                 0.3481,                0.37857,                0.19581,                    nan,                    nan,                    nan,              0.0009197,              0.0009197,              0.0009197
                     39,                 1.3264,                  1.299,                  1.375,                0.48198,                0.35858,                0.37425,                0.19855,                    nan,                    nan,                    nan,             0.00090556,             0.00090556,             0.00090556
                     40,                 1.3194,                  1.296,                 1.3698,                0.52681,                0.35867,                0.37207,                0.19616,                    nan,                    nan,                    nan,             0.00089141,             0.00089141,             0.00089141
                     41,                 1.3199,                 1.3012,                 1.3767,                0.55128,                0.35538,                0.38222,                0.20193,                    nan,                    nan,                    nan,             0.00087726,             0.00087726,             0.00087726
                     42,                 1.3181,                 1.2878,                  1.373,                 0.5234,                0.36884,                0.38046,                0.20017,                    nan,                    nan,                    nan,             0.00086312,             0.00086312,             0.00086312
                     43,                 1.2995,                 1.2658,                 1.3607,                  0.503,                0.34632,                0.36718,                0.19776,                    nan,                    nan,                    nan,             0.00084897,             0.00084897,             0.00084897
                     44,                 1.3086,                 1.2698,                 1.3606,                0.59323,                0.32275,                0.37415,                0.19448,                    nan,                    nan,                    nan,             0.00083482,             0.00083482,             0.00083482
                     45,                 1.2973,                 1.2708,                 1.3617,                0.46315,                0.35219,                0.36833,                0.19843,                    nan,                    nan,                    nan,             0.00082067,             0.00082067,             0.00082067
                     46,                 1.2915,                 1.2488,                 1.3608,                0.52565,                 0.3463,                0.36963,                0.19198,                    nan,                    nan,                    nan,             0.00080653,             0.00080653,             0.00080653
                     47,                 1.2892,                 1.2406,                 1.3558,                0.53865,                0.34649,                0.37678,                0.20457,                    nan,                    nan,                    nan,             0.00079238,             0.00079238,             0.00079238
                     48,                 1.2947,                 1.2346,                 1.3503,                0.54919,                0.32918,                 0.3659,                0.19354,                    nan,                    nan,                    nan,             0.00077823,             0.00077823,             0.00077823
                     49,                 1.2907,                 1.2446,                 1.3533,                0.53984,                0.33785,                 0.3653,                0.19397,                    nan,                    nan,                    nan,             0.00076409,             0.00076409,             0.00076409
                     50,                 1.2776,                 1.2234,                 1.3468,                0.53011,                0.35131,                0.38346,                0.20384,                    nan,                    nan,                    nan,             0.00074994,             0.00074994,             0.00074994
                     51,                 1.2781,                 1.2223,                  1.346,                0.54179,                0.35965,                0.38099,                0.19909,                    nan,                    nan,                    nan,             0.00073579,             0.00073579,             0.00073579
                     52,                 1.2745,                 1.2046,                 1.3454,                0.54745,                0.36831,                0.40275,                 0.2092,                    nan,                    nan,                    nan,             0.00072164,             0.00072164,             0.00072164
                     53,                 1.2751,                 1.2088,                 1.3414,                 0.5699,                0.34317,                0.39047,                0.20874,                    nan,                    nan,                    nan,              0.0007075,              0.0007075,              0.0007075
                     54,                 1.2795,                 1.2041,                 1.3391,                 0.5475,                0.34884,                0.39005,                0.20898,                    nan,                    nan,                    nan,             0.00069335,             0.00069335,             0.00069335
                     55,                 1.2702,                 1.1887,                 1.3315,                0.55405,                  0.335,                0.37841,                0.20367,                    nan,                    nan,                    nan,              0.0006792,              0.0006792,              0.0006792
                     56,                 1.2521,                 1.1838,                 1.3284,                0.51103,                0.35921,                0.38213,                0.20811,                    nan,                    nan,                    nan,             0.00066506,             0.00066506,             0.00066506
                     57,                 1.2525,                 1.1843,                 1.3354,                0.55342,                 0.3503,                0.39095,                0.21499,                    nan,                    nan,                    nan,             0.00065091,             0.00065091,             0.00065091
                     58,                 1.2579,                 1.1712,                 1.3298,                0.62818,                0.35029,                0.39413,                0.21279,                    nan,                    nan,                    nan,             0.00063676,             0.00063676,             0.00063676
                     59,                 1.2584,                 1.1571,                 1.3297,                0.56839,                0.36018,                  0.389,                0.21012,                    nan,                    nan,                    nan,             0.00062262,             0.00062262,             0.00062262
                     60,                 1.2453,                 1.1482,                 1.3191,                0.63826,                0.35163,                0.40241,                0.21178,                    nan,                    nan,                    nan,             0.00060847,             0.00060847,             0.00060847
                     61,                 1.2348,                 1.1389,                 1.3138,                0.56579,                0.36195,                0.39595,                0.21461,                    nan,                    nan,                    nan,             0.00059432,             0.00059432,             0.00059432
                     62,                 1.2445,                 1.1281,                  1.312,                0.57224,                0.34302,                0.37979,                0.20715,                    nan,                    nan,                    nan,             0.00058017,             0.00058017,             0.00058017
                     63,                  1.238,                 1.1326,                 1.3138,                0.54486,                0.36885,                0.39803,                0.21319,                    nan,                    nan,                    nan,             0.00056603,             0.00056603,             0.00056603
                     64,                 1.2344,                 1.1324,                 1.3045,                0.56204,                0.34429,                  0.389,                0.21214,                    nan,                    nan,                    nan,             0.00055188,             0.00055188,             0.00055188
                     65,                 1.2397,                 1.1338,                 1.3155,                0.57208,                0.35059,                0.39019,                0.21495,                    nan,                    nan,                    nan,             0.00053773,             0.00053773,             0.00053773
                     66,                 1.2204,                 1.1171,                 1.3066,                0.54056,                0.37082,                0.39842,                0.21596,                    nan,                    nan,                    nan,             0.00052359,             0.00052359,             0.00052359
                     67,                 1.2119,                 1.1102,                 1.2982,                 0.5331,                0.36696,                0.40364,                0.21665,                    nan,                    nan,                    nan,             0.00050944,             0.00050944,             0.00050944
                     68,                 1.2147,                 1.1176,                 1.2991,                0.61716,                0.34549,                  0.398,                0.21978,                    nan,                    nan,                    nan,             0.00049529,             0.00049529,             0.00049529
                     69,                 1.2193,                 1.0947,                 1.2994,                0.55242,                0.37007,                0.39907,                  0.219,                    nan,                    nan,                    nan,             0.00048114,             0.00048114,             0.00048114
                     70,                 1.2087,                 1.1002,                 1.2954,                0.58067,                0.35475,                0.38933,                 0.2151,                    nan,                    nan,                    nan,               0.000467,               0.000467,               0.000467
                     71,                 1.1983,                 1.0831,                 1.2891,                 0.5574,                0.34401,                0.38694,                0.21227,                    nan,                    nan,                    nan,             0.00045285,             0.00045285,             0.00045285
                     72,                 1.2052,                 1.0805,                 1.2921,                0.52781,                0.35662,                0.38366,                0.21192,                    nan,                    nan,                    nan,              0.0004387,              0.0004387,              0.0004387
                     73,                 1.2032,                 1.0828,                 1.2906,                0.57833,                0.36142,                0.39297,                0.21621,                    nan,                    nan,                    nan,             0.00042456,             0.00042456,             0.00042456
                     74,                 1.1893,                 1.0656,                 1.2818,                0.61381,                0.34277,                0.38809,                0.21758,                    nan,                    nan,                    nan,             0.00041041,             0.00041041,             0.00041041
                     75,                  1.192,                 1.0718,                  1.286,                0.58658,                0.36346,                    0.4,                0.22171,                    nan,                    nan,                    nan,             0.00039626,             0.00039626,             0.00039626
                     76,                 1.1813,                 1.0637,                  1.279,                0.59372,                0.36314,                0.40289,                0.22157,                    nan,                    nan,                    nan,             0.00038211,             0.00038211,             0.00038211
                     77,                 1.1757,                 1.0517,                 1.2809,                0.68073,                0.33727,                0.40123,                0.22129,                    nan,                    nan,                    nan,             0.00036797,             0.00036797,             0.00036797
                     78,                 1.1819,                 1.0508,                  1.278,                0.70239,                0.34119,                0.41103,                0.22752,                    nan,                    nan,                    nan,             0.00035382,             0.00035382,             0.00035382
                     79,                 1.1717,                 1.0464,                 1.2741,                0.58331,                0.34995,                0.40457,                0.22242,                    nan,                    nan,                    nan,             0.00033967,             0.00033967,             0.00033967
                     80,                 1.1667,                 1.0416,                 1.2745,                0.59803,                0.36327,                0.40732,                0.22458,                    nan,                    nan,                    nan,             0.00032553,             0.00032553,             0.00032553
                     81,                 1.1778,                 1.0419,                 1.2772,                0.59329,                0.35832,                0.40098,                0.22203,                    nan,                    nan,                    nan,             0.00031138,             0.00031138,             0.00031138
                     82,                 1.1734,                 1.0325,                 1.2727,                0.58962,                0.36414,                0.41105,                0.22825,                    nan,                    nan,                    nan,             0.00029723,             0.00029723,             0.00029723
                     83,                 1.1713,                 1.0273,                 1.2704,                0.62318,                0.35978,                0.40309,                0.22479,                    nan,                    nan,                    nan,             0.00028308,             0.00028308,             0.00028308
                     84,                 1.1712,                 1.0269,                 1.2697,                0.62298,                0.34745,                0.40437,                0.22289,                    nan,                    nan,                    nan,             0.00026894,             0.00026894,             0.00026894
                     85,                  1.152,                 1.0167,                  1.259,                0.59669,                0.36649,                0.40497,                  0.225,                    nan,                    nan,                    nan,             0.00025479,             0.00025479,             0.00025479
                     86,                 1.1642,                 1.0223,                 1.2652,                0.60561,                0.36041,                0.41257,                0.22838,                    nan,                    nan,                    nan,             0.00024064,             0.00024064,             0.00024064
                     87,                 1.1513,                 1.0114,                 1.2609,                0.61503,                0.35524,                0.40378,                0.22401,                    nan,                    nan,                    nan,              0.0002265,              0.0002265,              0.0002265
                     88,                 1.1586,                 1.0194,                  1.265,                0.60566,                0.36642,                0.41314,                0.22907,                    nan,                    nan,                    nan,             0.00021235,             0.00021235,             0.00021235
                     89,                 1.1446,                 1.0075,                 1.2541,                0.68162,                0.35085,                0.41501,                0.22909,                    nan,                    nan,                    nan,              0.0001982,              0.0001982,              0.0001982
                     90,                 1.1321,                0.99474,                 1.2502,                0.66289,                0.34516,                0.40604,                0.22652,                    nan,                    nan,                    nan,             0.00018406,             0.00018406,             0.00018406
                     91,                 1.1326,                0.87119,                 1.2476,                 0.6841,                0.34835,                0.41335,                0.22777,                    nan,                    nan,                    nan,             0.00016991,             0.00016991,             0.00016991
                     92,                 1.1044,                0.83059,                   1.23,                0.67624,                0.34363,                0.40513,                 0.2247,                    nan,                    nan,                    nan,             0.00015576,             0.00015576,             0.00015576
                     93,                 1.1044,                0.82464,                  1.227,                0.62034,                0.35796,                0.40852,                0.22646,                    nan,                    nan,                    nan,             0.00014161,             0.00014161,             0.00014161
                     94,                 1.0922,                0.82073,                 1.2215,                0.68421,                0.35192,                0.41371,                0.23001,                    nan,                    nan,                    nan,             0.00012747,             0.00012747,             0.00012747
                     95,                 1.0837,                0.81036,                 1.2186,                0.66961,                0.34382,                0.41325,                0.22952,                    nan,                    nan,                    nan,             0.00011332,             0.00011332,             0.00011332
                     96,                  1.082,                0.80255,                 1.2136,                0.62553,                0.35163,                0.41572,                0.23248,                    nan,                    nan,                    nan,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                 1.0743,                0.79748,                 1.2119,                0.59945,                0.36218,                0.41446,                0.23218,                    nan,                    nan,                    nan,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                 1.0766,                 0.7971,                 1.2111,                0.61605,                 0.3609,                 0.4162,                0.23276,                    nan,                    nan,                    nan,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                 1.0737,                0.78847,                 1.2097,                0.60752,                0.35662,                0.40876,                0.23116,                    nan,                    nan,                    nan,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                 1.0685,                0.78636,                 1.2066,                0.67287,                0.35028,                0.41173,                0.23188,                    nan,                    nan,                    nan,             4.2584e-05,             4.2584e-05,             4.2584e-05
