                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.2962,                 1.2512,                 1.3449,                0.45998,                0.31769,                0.32846,                0.17176,                    nan,                    nan,                    nan,             0.00032675,             0.00032675,             0.00032675
                     24,                 1.3014,                 1.2429,                 1.3419,                0.46483,                0.29818,                0.32533,                0.16569,                    nan,                    nan,                    nan,              0.0003185,              0.0003185,              0.0003185
                     25,                  1.289,                 1.2269,                 1.3327,                0.49212,                0.31015,                0.34234,                0.17934,                    nan,                    nan,                    nan,             0.00031025,             0.00031025,             0.00031025
                     26,                 1.2914,                  1.216,                 1.3301,                 0.5676,                0.29878,                0.35674,                0.18775,                    nan,                    nan,                    nan,               0.000302,               0.000302,               0.000302
                     27,                 1.2809,                 1.1994,                 1.3258,                0.44783,                0.33734,                0.35919,                0.19169,                    nan,                    nan,                    nan,             0.00029375,             0.00029375,             0.00029375
                     28,                 1.2626,                  1.188,                 1.3191,                0.51835,                0.33125,                0.36647,                0.19115,                    nan,                    nan,                    nan,              0.0002855,              0.0002855,              0.0002855
                     29,                 1.2666,                 1.1773,                 1.3196,                0.53555,                0.29943,                0.35916,                0.19131,                    nan,                    nan,                    nan,             0.00027725,             0.00027725,             0.00027725
                     30,                  1.263,                 1.1635,                 1.3114,                0.54239,                0.31435,                0.35324,                0.18521,                    nan,                    nan,                    nan,               0.000269,               0.000269,               0.000269
                     31,                 1.2495,                 1.1671,                 1.3086,                0.51737,                0.30932,                0.34508,                0.18134,                    nan,                    nan,                    nan,             0.00026075,             0.00026075,             0.00026075
                     32,                 1.2509,                 1.1503,                 1.3013,                0.49901,                0.34362,                 0.3582,                0.19153,                    nan,                    nan,                    nan,              0.0002525,              0.0002525,              0.0002525
                     33,                 1.2408,                 1.1403,                 1.3037,                0.48045,                0.32459,                0.34744,                0.18997,                    nan,                    nan,                    nan,             0.00024425,             0.00024425,             0.00024425
                     34,                 1.2396,                 1.1342,                 1.2982,                0.46825,                 0.3534,                0.36418,                0.19394,                    nan,                    nan,                    nan,               0.000236,               0.000236,               0.000236
                     35,                 1.2239,                 1.1176,                 1.2899,                 0.4484,                0.33427,                0.36352,                0.19679,                    nan,                    nan,                    nan,             0.00022775,             0.00022775,             0.00022775
                     36,                 1.2394,                 1.1159,                 1.2955,                0.50246,                0.35178,                0.36525,                 0.1951,                    nan,                    nan,                    nan,              0.0002195,              0.0002195,              0.0002195
                     37,                 1.2018,                 1.0932,                 1.2816,                0.46384,                0.33728,                0.36151,                0.19368,                    nan,                    nan,                    nan,             0.00021125,             0.00021125,             0.00021125
                     38,                 1.2143,                 1.0933,                 1.2871,                0.46274,                0.33517,                0.35191,                 0.1899,                    nan,                    nan,                    nan,               0.000203,               0.000203,               0.000203
                     39,                 1.2058,                 1.0828,                 1.2798,                0.52485,                0.30533,                0.36842,                0.19658,                    nan,                    nan,                    nan,             0.00019475,             0.00019475,             0.00019475
                     40,                 1.2094,                 1.0854,                 1.2836,                0.49822,                0.34259,                0.36149,                0.19579,                    nan,                    nan,                    nan,              0.0001865,              0.0001865,              0.0001865
                     41,                 1.1807,                 1.0694,                 1.2782,                0.48564,                0.35189,                0.36803,                0.19851,                    nan,                    nan,                    nan,             0.00017825,             0.00017825,             0.00017825
                     42,                 1.1969,                 1.0647,                 1.2683,                0.50581,                0.33637,                0.36565,                0.20004,                    nan,                    nan,                    nan,                0.00017,                0.00017,                0.00017
                     43,                 1.1865,                 1.0617,                 1.2718,                0.48671,                 0.3489,                0.36716,                0.20156,                    nan,                    nan,                    nan,             0.00016175,             0.00016175,             0.00016175
                     44,                 1.1808,                 1.0389,                 1.2594,                0.49129,                 0.3452,                0.37653,                0.20153,                    nan,                    nan,                    nan,              0.0001535,              0.0001535,              0.0001535
                     45,                 1.1861,                 1.0391,                  1.266,                0.46013,                0.35593,                0.36745,                0.19946,                    nan,                    nan,                    nan,             0.00014525,             0.00014525,             0.00014525
                     46,                  1.159,                 1.0217,                 1.2491,                0.53222,                 0.3443,                0.36941,                 0.1997,                    nan,                    nan,                    nan,               0.000137,               0.000137,               0.000137
                     47,                 1.1733,                 1.0248,                 1.2589,                0.51198,                0.35339,                0.37221,                0.20432,                    nan,                    nan,                    nan,             0.00012875,             0.00012875,             0.00012875
                     48,                 1.1654,                 1.0227,                 1.2499,                0.48127,                0.33278,                0.35958,                0.19541,                    nan,                    nan,                    nan,              0.0001205,              0.0001205,              0.0001205
                     49,                 1.1647,                 1.0177,                 1.2536,                0.52562,                0.32588,                 0.3623,                0.19799,                    nan,                    nan,                    nan,             0.00011225,             0.00011225,             0.00011225
                     50,                 1.1539,                0.99925,                  1.246,                  0.528,                 0.3331,                 0.3674,                0.20347,                    nan,                    nan,                    nan,               0.000104,               0.000104,               0.000104
                     51,                 1.1005,                0.84734,                 1.2075,                0.47717,                 0.3538,                0.37036,                  0.202,                    nan,                    nan,                    nan,              9.575e-05,              9.575e-05,              9.575e-05
                     52,                 1.0824,                0.81812,                 1.2007,                0.45632,                0.35735,                0.37482,                0.20511,                    nan,                    nan,                    nan,               8.75e-05,               8.75e-05,               8.75e-05
                     53,                 1.0771,                0.81064,                    1.2,                0.50533,                0.33386,                0.37522,                0.20423,                    nan,                    nan,                    nan,              7.925e-05,              7.925e-05,              7.925e-05
                     54,                  1.067,                0.79783,                 1.1902,                0.59379,                0.32063,                0.37302,                0.20483,                    nan,                    nan,                    nan,                7.1e-05,                7.1e-05,                7.1e-05
                     55,                  1.068,                0.79291,                 1.1898,                0.55003,                0.34229,                0.37788,                0.20699,                    nan,                    nan,                    nan,              6.275e-05,              6.275e-05,              6.275e-05
                     56,                 1.0571,                 0.7835,                  1.185,                0.52999,                0.34723,                0.37607,                0.20752,                    nan,                    nan,                    nan,               5.45e-05,               5.45e-05,               5.45e-05
                     57,                  1.052,                0.77817,                 1.1837,                0.53024,                0.34445,                0.38076,                0.21132,                    nan,                    nan,                    nan,              4.625e-05,              4.625e-05,              4.625e-05
                     58,                 1.0434,                0.76676,                 1.1767,                0.54085,                0.34174,                0.37557,                0.20933,                    nan,                    nan,                    nan,                3.8e-05,                3.8e-05,                3.8e-05
                     59,                 1.0332,                0.75826,                 1.1735,                0.53641,                0.35186,                0.37984,                0.20836,                    nan,                    nan,                    nan,              2.975e-05,              2.975e-05,              2.975e-05
                     60,                 1.0355,                0.75575,                 1.1708,                0.53114,                0.35041,                0.38013,                0.20968,                    nan,                    nan,                    nan,               2.15e-05,               2.15e-05,               2.15e-05
